result_id,det_index,matched,matched_track_id,e,n,lat,lon,utc,range,direction
1,184,0,-1,665799.387961,4345958.086480,39.231470830173,118.919878410309,40207.246093750000,14912.103360356909,-106.454496458243
1,185,0,-1,665889.459910,4346529.072171,39.236579185222,118.921520677935,40207.246093750000,14362.776624746215,-107.278002548075
1,186,0,-1,666096.394178,4344633.193510,39.219481262290,118.923317340344,40207.246093750000,16261.637854206025,-106.961347721077
1,187,0,-1,665888.757936,4346512.057280,39.236426215365,118.921512547482,40207.246093750000,14379.555539847319,-107.264243985765
1,188,0,-1,666024.900714,4345409.738500,39.226482504074,118.922489542912,40207.246093750000,15483.422774705417,-107.050881682699
1,189,0,-1,665844.849566,4346029.509350,39.232104837845,118.920404794257,40207.246093750000,14846.427018592583,-106.661503697174
1,190,0,-1,666021.606918,4345317.188636,39.225650348050,118.922451405221,40207.246093750000,15574.885209031605,-106.999231792195
1,191,0,-1,665850.488832,4345991.483726,39.231761598631,118.920470089336,40207.246093750000,14884.855277000535,-106.664952088931
1,192,0,-1,666032.328042,4345302.344416,39.225514728746,118.922575541308,40207.246093750000,15590.942613807174,-107.030223348667
1,193,0,-1,666082.516801,4344706.003476,39.220139074586,118.923156659129,40207.246093750000,16187.679732599436,-106.944125825972
1,194,0,-1,665809.355222,4346215.426204,39.233772167382,118.920592884317,40207.246093750000,14664.043549856851,-106.809749964901
1,195,0,-1,666027.564707,4344447.085722,39.217819716270,118.922520388341,40207.246093750000,16438.140817348140,-106.644259603954
1,196,0,-1,665830.855901,4346372.965647,39.235185692685,118.920841910863,40207.246093750000,14510.278881586755,-106.968236393742
1,197,0,-1,666137.953920,4344690.441542,39.219988451664,118.923798545797,40207.246093750000,16210.007234161765,-107.133497943352
1,198,0,-1,666044.004728,4344472.222063,39.218042758895,118.922710741517,40207.246093750000,16415.120246406335,-106.713227865985
1,199,0,-1,665911.394803,4346576.345942,39.237000376200,118.921774733627,40207.246093750000,14318.730231044023,-107.388037749377
1,200,0,-1,665843.368414,4346410.444808,39.235520549989,118.920986834087,40207.246093750000,14474.629219092745,-107.033666617783
1,201,0,-1,666005.806757,4346208.837222,39.233675356322,118.922868237606,40207.246093750000,14695.491830285733,-107.566726597122
1,202,0,-1,665950.888046,4344900.186190,39.221911513275,118.921632576433,40207.246093750000,15980.430712817457,-106.561472161684
1,203,0,-1,665989.074354,4344839.330687,39.221356630833,118.922074722186,40207.246093750000,16045.331165478952,-106.671849299332
1,204,0,-1,665815.086807,4346445.679832,39.235843002067,118.920659269044,40207.246093750000,14436.181697879965,-106.940681276196
1,205,0,-1,665925.355704,4344956.242889,39.222420798127,118.921336946468,40207.246093750000,15921.807527043631,-106.492460784084
1,206,0,-1,665991.332957,4344859.275592,39.221535668431,118.922100873745,40207.246093750000,16025.791660428908,-106.689091258118
1,207,0,-1,666287.702210,4345126.792605,39.223886207452,118.925532427699,40207.375000000000,15800.363603359046,-107.896181625511
1,208,0,-1,666280.549966,4345808.704884,39.230034757532,118.925449614428,40207.375000000000,15123.072836757969,-108.228571927696
1,209,0,-1,666257.203825,4345821.538500,39.230154702664,118.925179297831,40207.375000000000,15107.007419941194,-108.149807893735
1,210,0,-1,666116.103614,4346892.990966,39.239821559468,118.924145724509,40207.375000000000,14026.420761474561,-108.204603086352
1,211,0,-1,666243.275771,4344681.333442,39.219886360000,118.925018029882,40207.375000000000,16234.427724420280,-107.522025570325
1,212,0,-1,666004.262009,4345531.541325,39.227593526245,118.922250574658,40207.375000000000,15360.528560514800,-107.061160690513
1,213,0,-1,665862.944092,4346226.595525,39.233862440553,118.921213564753,40207.375000000000,14661.248424017747,-107.050831736941
1,214,0,-1,666099.340497,4345554.341564,39.227780526657,118.923351454717,40207.375000000000,15350.053857350604,-107.422367987693
1,215,0,-1,666143.969623,4344597.334831,39.219149506292,118.923868199469,40207.375000000000,16304.894399187539,-107.136890839822
1,216,0,-1,665993.425060,4345638.574314,39.228558703181,118.922125097465,40207.375000000000,15252.982681873111,-107.068045948083
1,217,0,-1,666069.718052,4344734.850634,39.220401093093,118.923008466960,40207.375000000000,16160.467780560486,-106.937184646228
1,218,0,-1,666161.553426,4344605.197640,39.219216896848,118.924071796063,40207.375000000000,16299.313042431462,-107.202272825652
1,219,0,-1,666046.941020,4346147.151001,39.233112427246,118.923344665370,40207.375000000000,14763.975390449381,-107.721201570486
1,220,0,-1,666221.247150,4344699.514067,39.220054165838,118.924762968361,40207.375000000000,16213.496168492195,-107.453301060670
1,221,0,-1,665946.045081,4345855.777784,39.230522249418,118.921576501456,40207.375000000000,15031.565939404372,-106.992293173772
1,222,0,-1,666036.381944,4345849.674489,39.230450081173,118.922622480004,40207.375000000000,15049.029815632497,-107.332981302025
1,223,0,-1,666260.613448,4344935.611947,39.222171101028,118.925218776627,40207.375000000000,15986.014010722303,-107.704038158875
1,224,0,-1,666407.140357,4345401.615260,39.226336323564,118.926915359030,40207.375000000000,15545.562628150152,-108.474930874643
1,225,0,-1,665879.271531,4345908.146681,39.231006220901,118.920803354077,40207.375000000000,14971.487556616361,-106.764886721112
1,226,0,-1,665991.057870,4345824.828739,39.230235169001,118.922097688619,40207.375000000000,15067.890414908925,-107.147215524526
1,227,0,-1,666225.243140,4345230.877728,39.224834788207,118.924809236504,40207.375000000000,15688.678023154433,-107.724633740544
1,228,0,-1,666121.955482,4344486.284782,39.218154405937,118.923613305586,40207.375000000000,16412.330142168568,-107.012955776672
1,229,0,-1,666043.164991,4345256.921315,39.225103931337,118.922701018501,40207.375000000000,15639.113571631337,-107.074931632540
